name,price,brand,size_value,size_unit,category,subcategory,url
Tata Chakra Gold Care Tea 250 Gm,,Tata,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bournvita Pro Chocolate Drink Pouch 500 Gm,₹ 251.00,Bournvita,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bournvita Pro Chocolate Drink Jar 500 Gm,₹ 265.00,Bournvita,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Chocolate Drinks Jar 200 Gm,₹ 119.00,Horlicks,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Boost Nutritional Drinks Box 750 Gm,₹ 449.00,Boost,750,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bournvita Pro Chocolate Drink Pouch 75 Gm,₹ 29.10,Bournvita,75,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Women'S Plus Chocolate Jar 400 Gm,₹ 354.05,Horlicks,400,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bournvita Pro Chocolate Drink Pouch 700 Gm,₹ 329.00,Bournvita,700,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Horlicks Chocolate Delight Drinks Pouch 750 Gm,₹ 255.00,Horlicks,750,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Mountain Dew Clear Soft Drink Pet Bottle 600 Ml,₹ 40.00,Mountain Dew,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Mirinda Orange Carbonated Soft Drink Pet Bottle 2.25 Ltr,₹ 68.00,Mirinda,2.25,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Mirinda Orange Carbonated Soft Drink Can 250 Ml,₹ 36.00,Mirinda,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Sprite Clear Carbonated Soft Drink Pet Bottle 300 Ml,₹ 35.00,Sprite,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
7 Up Clear Soft Drink Pet Bottle 2.25 Ltr,₹ 97.00,7 Up,2.25,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Appy Fizz Apple Juice Bottle Pet Bottle 1 Ltr,₹ 67.90,Appy Fizz,1,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Appy Fizz Apple Juice Bottle Pet Bottle 250 Ml,₹ 19.40,Appy Fizz,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Jeeru Masala Beverage Pet Bottle 300 Ml,₹ 25.50,Jeeru,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pepsi Carbonated Soft Drink Pet Bottle 750 Ml,₹ 35.00,Pepsi,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pepsi Carbonated Soft Drink Pet Bottle 2.25 Ltr,₹ 97.00,Pepsi,2.25,L,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pepsi Carbonated Soft Drink Pet Bottle 330 Ml,₹ 36.00,Pepsi,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Coca Cola Carbonated Soft Drink Can 300 Ml,₹ 29.00,Coca Cola,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Thums Up Carbonated Soft Drink Can 300 Ml,₹ 35.00,Thums Up,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Coca Cola Diet Coke Carbonated Soft Drink Can 300 Ml,₹ 30.00,Coca Cola,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Coca Cola Zero Carbonated Soft Drink Can 300 Ml,₹ 30.00,Coca Cola,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Pepsi Black Can 330 Ml,₹ 36.00,Pepsi,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Cadbury Cocoa Hot Chocolate Drink Powder Mix 200 Gm,₹ 204.35,Cadbury,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Mtr Instant Badam Drink Mix 500 Gm,₹ 205.00,Mtr,500,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Bull Energy Drink Can 6X250 Ml,₹ 585.00,Red Bull,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Girnar Royal Masala Tea Box 250 Gm,₹ 119.12,Girnar,250,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Frooti Mango Juice 10X125 Ml,₹ 97.00,Frooti,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Protinex Chocolate Drinks 200 Gm,₹ 431.65,Protinex,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Nescafe Classic Jar 200 Gm,₹ 818.00,Nescafe,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Rasna Fruit Plus Orange 750G,₹ 160.00,Rasna,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Bull Energy Drink Can 250 Ml,₹ 121.25,Red Bull,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Gatorade Blue Pet Bottle 500 Ml,₹ 48.50,Gatorade,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Red Bull Energy Drink Can 4X250 Ml,₹ 380.00,Red Bull,,,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Bournvita Pro Chocolate Drink Jar 200 Gm,₹ 145.50,Bournvita,200,Gm,beverages,,https://www.starquik.com/collections/beverages,2025-09-20 11:21:27
Star Premium Sona Masoori Steam Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Almond Regular 500 Gm,₹ 389.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Nandini Cow Ghee Pouch 1 Ltr,₹ 650.00,Nandini,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gts Bullet Surti Kolam Rice 30 Kg,,Gts Bullet,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Nuts & Seeds Mix 200 Gm,₹ 175.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fortune Rice Bran Oil 5 Ltr,₹ 755.00,Fortune,5,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star White Lobiya Chowali Big 500 Gm,₹ 85.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Surti Kolam Rice 1 Kg,₹ 86.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Black Raisins Seeded 500 Gm,₹ 189.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Polished Tur Dal 1 Kg,₹ 124.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Tata Sampann Urad Dal Split 1Kg,₹ 165.00,Tata,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Khus Khus 50 Gm,₹ 84.00,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Chana Dal Split 1 Kg,₹ 99.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Chana Dal Split 2 Kg,₹ 180.00,Star,2,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Raw Peanut Whole 1 Kg,₹ 162.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gold Winner Sunflower Oil Pouch 1 Ltr,,Gold Winner,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gemini Sunflower Oil 870 Gm,₹ 127.60,Gemini,870,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Refined Soyabean Oil Pouch 1 Ltr,₹ 127.00,Star,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Chakki Fresh Atta 2 Kg,₹ 88.00,Star,2,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Filtered Groundnut Oil Pouch 1Ltr,₹ 152.00,Star,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Almond Saver 1 Kg,₹ 735.00,Fabsta,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gold Drop Sunflower Oil 15Kg,,Gold Drop,15,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Refined Sunflower Oil 15 Ltr Tin,"₹ 2,185.00",Star,15,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Klf Coconut Oil 500Ml,₹ 150.00,Klf,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jowar Flour 500 Gm,₹ 40.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole White Til 500 Gm,₹ 83.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gemini Soyabean Oil Jar 4.35 Kg,₹ 793.90,Gemini,4.35,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fortune Sunflower Oil Jar 13 Kg,"₹ 2,185.00",Fortune,13,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Chile Walnut Whole 500 Gm,₹ 399.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Govind Cow Ghee Jar 200Ml,,Govind,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Rice Bran Oil Jar 5 Ltr,₹ 715.00,Star,5,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Kolam Rice 10 Kg,₹ 610.00,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Indrayani Rice 10 Kg,₹ 559.00,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Popular Sihore Sharbati Wheat 10 Kg,₹ 410.00,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Value Cranberries 250 Gm,₹ 179.00,Star,250,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Garam Masala Pack 200 Gm,₹ 160.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Refined Sunflower Oil 1 Ltr,₹ 138.00,Star,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Ambari Kanda Lasun Masala 500 Gm,₹ 146.47,Ambari,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Butter Paneer Mix 50 Gm,₹ 43.65,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Premium Mix Dry Fruits 500 Gm,₹ 549.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Kolam Rice Bag 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Charoli 50 Gm,₹ 163.00,Fabsta,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Wondercrest Jaggery Powder 1 Kg,₹ 125.00,Wondercrest,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Brown Sugar 1 Kg,₹ 84.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Jaggery 450 Gm,₹ 35.00,Star,450,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rajini Jaggery Big 900 Gm,,Rajini,900,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rajini Jaggery Small 450G,,Rajini,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Value Wet Apricot 200 Gm,₹ 239.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Poha Avalakki Medium 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Poha Avalakki Medium 500 Gm,,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Black Peas 500 Gm,₹ 55.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Wal Small 500 Gm,₹ 82.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Wal Big 500 Gm,₹ 81.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Wal Kadwa 500 Gm,₹ 139.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star White Urad Whole 2 Kg,,Star,2,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rs Pure Olive Oil 1 Ltr,,Rs,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rs Extra Light Olive Oil 2Ltr,"₹ 3,339.00",Rs,2,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rs Extra Virgin Olive Oil 500Ml,,Rs,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Rs Extra Virgin Olive Oil 1 Ltr,₹ 662.20,Rs,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Freedom Rice Bran Oil Pouch 1 Ltr,,Freedom,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Krutika Natural Jaggery 900 Gm,,Krutika,900,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jowar Whole 5 Kg,₹ 260.00,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Soya Mini Chunks 200 Gm,₹ 26.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Kesar Kali Wada Kolam Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Premium Sona Masoori Raw Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Sona Masoori Raw Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Sona Masoori Steam Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Hmt Rice Blue Bag 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori New Steam Rice 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori Pink Bag 30 Kg,,Star,30,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori New Steam Rice 10 Kg,₹ 534.00,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Bajra Kurmura 200 Gm,₹ 25.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jowar Kurmura 200 Gm,₹ 25.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Ragi Kurmura 200 Gm,₹ 25.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fortune Rice Bran Oil 870 Gm,₹ 144.00,Fortune,870,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Rice Bran Oil 1 Ltr,₹ 125.00,Star,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut Super Saver 500 Gm,₹ 429.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Value Nuts & Seeds 500 Gm,₹ 359.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Brown Dry Dates 500 Gm,₹ 169.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta California Pistachios Roasted & Salted 400 Gm,₹ 405.00,Fabsta,400,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Value Seeded Dates 500 Gm,₹ 75.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Bhajka Poha 500 Gm,₹ 64.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Popcorn 500 Gm,₹ 85.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Daawat Hyderabadi Biryani Kit 334 Gm,₹ 144.53,Daawat,334,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Fig Small 500 Gm,₹ 699.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Emperor Iranian Muzafati Dates 400 Gm,₹ 159.00,Emperor,400,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Kesar Kali Premium Wada Kolam Rice 10Kg,,Kesar Kali,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gts Bullet Kolam Raw Rice 10 Kg,,Gts Bullet,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Avarai Split 500 Gm,,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Barnyard Millet 500 Gm,₹ 70.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Foxtail Millet 500 Gm,₹ 63.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Kodo Millet 500 Gm,₹ 63.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Little Millet 500 Gm,₹ 69.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Proso Millet 500 Gm,₹ 85.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Sugar Free Green Stevia Concentrate 200 Gm,₹ 247.00,Sugar Free,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Almond Regular 200 Gm,₹ 179.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Raichur Raw Rice 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori Raw Rice 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori Raw Rice 5Kg,,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Wada Surti Kolam Premium Rice 10 Kg,₹ 689.00,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Premium Sona Masoori Steam Rice 5 Kg,,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Ambemore Rice 1 Kg,₹ 169.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Parimal Rice 1 Kg,₹ 65.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Govind Cow Ghee Jar 500Ml,,Govind,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Govind Cow Ghee Pouch 1 Ltr,,Govind,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Green Raising 100 Gm,₹ 99.00,Fabsta,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Green Raising 50 Gm,₹ 51.00,Fabsta,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Almond Regular 100 Gm,₹ 109.00,Fabsta,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut W320 100 Gm,₹ 129.00,Fabsta,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Soulfull Fruit & Nut Millet Muesli 700 Gm,₹ 274.50,Soulfull,700,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Soulfull Crunchy Millet Muesli 700 Gm,₹ 249.50,Soulfull,700,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Date Crown Kheneizi 500 Gm,₹ 175.00,Date Crown,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta California Pistachios Roasted & Salted 200 Gm,₹ 259.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Peppy Pepper Cashews 200 Gm,₹ 279.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Peppy Pepper Cashews 40 Gm,₹ 70.00,Fabsta,40,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Simply Salted Cashews 200 Gm,₹ 279.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Tangy Chilli Garlic Cashew 200 Gm,₹ 279.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Tangy Chilli Garlic Cashew 40 Gm,₹ 79.00,Fabsta,40,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Red Aval 500 Gm,₹ 56.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Lobiya Chowli Red 500 Gm,₹ 75.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Black Salt Powder 100 Gm,₹ 10.00,Star,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sabudana Small 500 Gm,₹ 28.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Urad Black Split 500 Gm,₹ 65.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Urad White Split 500 Gm,₹ 71.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Durga Pure Ghee Pouch 1Ltr,,Durga,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Heritage Cow Ghee 500Ml,,Heritage,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
