name,price,brand,size_value,size_unit,category,subcategory,url
Durga Pure Ghee Pouch 200Ml,,Durga,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Heritage Cow Ghee 1Ltr,,Heritage,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Durga Pure Ghee Pouch 500Ml,,Durga,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Green Chana 500 Gm,₹ 88.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Basmati Tibar 5 Kg,₹ 575.00,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut Regular 500 Gm,₹ 456.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Amul High Aroma Cow Ghee Tin 1Ltr,,Amul,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Green Moong Chilka Split 500 Gm,₹ 75.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sabudana Big 500 Gm,₹ 27.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Green Peas 500 Gm,₹ 83.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star White Lobiya Chowali Small 500 Gm,₹ 82.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star White Chitra Rajma 500 Gm,₹ 83.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole White Pea 500 Gm,₹ 38.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole White Barley 200 Gm,₹ 24.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Green Moong Chilka Split 1 Kg,₹ 137.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Gujarat Unpolished Arhar (Tur) Dal Split 1 Kg,₹ 170.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Masoor Red 500 Gm,₹ 48.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Poha Thin 500 Gm,₹ 38.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Puffed Rice Salt 200 Gm,,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Puffed Rice Salt 500 Gm,,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jeera Samba Rice 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jeera Samba Rice 5 Kg,,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Bajra Whole 1 Kg,₹ 48.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Jowar Whole 1 Kg,₹ 55.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Ragi Whole 1 Kg,₹ 65.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Walnut Split 500 Gm,₹ 895.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Dry Appricot 200 Gm,₹ 195.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Chana Dalia Small 500 Gm,,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Borges Extra Mild Olive Oil 250 Ml,₹ 425.00,Borges,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Borges Extra Light Olive Oil 2 Ltr,"₹ 4,074.00",Borges,2,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Eastern Mutton Masala 100 Gm,,Eastern,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Eastern Kashmiri Chilly 250 Gm,,Eastern,250,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aashirvaad Bedgi Chilli Powder 200 Gm,,Aashirvaad,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Eastern Kebab Masala 100 Gm,,Eastern,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Freedom Sunflower Oil Bottle 1 Ltr,,Freedom,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Kharik Powder 200 Gm,₹ 100.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Snapin Oregano Seasoning Combo 50 Gm,₹ 40.00,Snapin,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Snapin Piri Piri Combo 40 Gm,₹ 40.00,Snapin,40,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Chiroti Barik Rawa 1 Kg,₹ 60.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saunf Luknowi 200 Gm,₹ 105.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aachi Idicha Sambhar 100 Gm,,Aachi,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aachi Spicy Sambhar 100 Gm,,Aachi,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aashirvaad Chilli Powder 100 Gm,,Aashirvaad,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aashirvaad Chilli Powder 200 Gm,,Aashirvaad,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Aashirvaad Chilli Powder 500 Gm,,Aashirvaad,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Corn Flour 200 Gm,₹ 21.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Chile Walnut Whole 1 Kg,₹ 725.00,Fabsta,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Premium Sona Masoori Raw Rice 10 Kg,,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori Raw Rice 10 Kg,,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Sona Masoori Steam Rice 10 Kg,,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Black Raisins 200 Gm,₹ 96.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut W240 200 Gm,₹ 269.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut W320 200 Gm,₹ 249.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Cashewnut Broken 200 Gm,₹ 255.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Fig Regular 200 Gm,₹ 349.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Indian Raisins 200 Gm,₹ 119.00,Fabsta,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Red Matta Rice Pack 1 Kg,₹ 75.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Premium Sona Masoori Steam Rice 10 Kg,,Star,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Indrayani Rice 1 Kg,₹ 75.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sugar Candy Khadi 200 Gm,₹ 22.00,Star,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star White Urad Whole 1 Kg,,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sona Masoori Brown Rice 1 Kg,₹ 70.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Urad White Dal Split 1 Kg,₹ 140.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Surti Kolam Rice 5 Kg,₹ 425.00,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Saver Sugar 1 Kg,₹ 46.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Sihore Wheat 5 Kg,,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Emperor Seeded Dates (Bogo) 2X500 Gm,₹ 179.00,Emperor,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Emperor Deeseed Dates 500 Gm,₹ 189.00,Emperor,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Value Walnut Split 250 Gm,₹ 449.00,Fabsta,250,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Roasted Bengal Gram 500 Gm,₹ 72.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Daawat Rozana Niki Rice 10Kg,,Daawat,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Lemon Salt 25 Gm,₹ 7.00,Star,25,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Pro Health Himalayan Rock Salt 1Kg,₹ 49.50,Pro Health,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Tata Rock Salt 1Kg,₹ 89.00,Tata,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Daawat Rozana Gini Rice 10Kg,,Daawat,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Daawat Rozana Mini Rice 10Kg,,Daawat,10,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Date Crown Premium Fard Dates 500 Gm,₹ 179.00,Date Crown,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Sugar Free Gold 100 Gm,₹ 160.05,Sugar Free,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Sugar Free Gold Pellets 500 Pcs,₹ 300.00,Sugar Free,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Sugar Free Natural 300 Pellets 300 Pcs,₹ 199.00,Sugar Free,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
.Organic Jaggery 500 Gm,₹ 60.00,.,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Nutrijagg Powder Jaggery 500 Gm,₹ 95.06,Nutrijagg,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Double Horse Avalaki Red 500 Gm,,Double Horse,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Tata Sampann Urad Whole 500 Gm,₹ 86.00,Tata,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Indian Raisins 500 Gm,₹ 275.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Thick Poha 500 Gm,₹ 37.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Polished Arhar (Tur) Dal Split 1 Kg,₹ 129.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Polished Arhar (Tur) Dal Split 2 Kg,₹ 245.00,Star,2,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Polished Arhar (Tur) Dal Split 500 Gm,₹ 67.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Grb Cow Ghee Pouch 1 Ltr,,Grb,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Grb Cow Ghee Jar 500Ml,,Grb,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Grb Cow Ghee Jar 200Ml,,Grb,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Nandini Cow Ghee Pouch 200 Ml,,Nandini,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Nandini Cow Ghee Pouch 500 Ml,₹ 305.00,Nandini,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Grb Cow Ghee Standee Pouch 500Ml,,Grb,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Tata Iodised Crystal Salt 1Kg,,Tata,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
India Gate Feast Rozana Basmati Rice 1Kg,₹ 102.00,India Gate,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Veg Biryani Mix 50 Gm,₹ 39.00,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Chicken Tandoori Spice Mix 100 Gm,₹ 53.35,Suhana,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Kaju Curry Mix 50 Gm,₹ 43.65,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Three Mango Chilli Powder 500 Gm,,Swastik,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole Chilli Flakes 50 Gm,₹ 36.00,Star,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Snapin Chilly Flakes 35 Gm,₹ 68.00,Snapin,35,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Snapin Mixed Herbs 20Gm,₹ 65.00,Snapin,20,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Snapin Oregano 20Gm,₹ 65.00,Snapin,20,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Bedekar Chakli Masala 50 Gm,₹ 40.00,Bedekar,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Mirchi Powder 500 Gm,₹ 240.00,Swastik,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Kesari Saffron 250 Mg,₹ 64.50,Kesari,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Double Horse Chemba Puttu Podi 500 Gm,,Double Horse,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Double Horse White Puttu Podi 500 Gm,,Double Horse,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Mutton Gravy Spice Mix 80 Gm,₹ 47.50,Suhana,80,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Suhana Kadhai Paneer Spice Mix 50 Gm,₹ 42.75,Suhana,50,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Ambari Chatpat Masala 200 Gm,,Ambari,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Mirchi Powder 200 Gm,₹ 96.00,Swastik,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Hald Powder 200 Gm,₹ 58.00,Swastik,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Dhania Powder 100 Gm,₹ 37.00,Swastik,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Haldi Powder 100 Gm,,Swastik,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Swastik Three Mango Chilli Powder 200 Gm,,Swastik,200,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Mixed Whole Pulses Sprout 500 Gm,₹ 59.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Value Fard Dates Seeded 500 Gm,₹ 169.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Pista Irani 400 Gm,₹ 525.00,Fabsta,400,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Amul Desi Ghee Pouch 500 Ml,₹ 305.00,Amul,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Amul Cow Ghee Pouch 500 Ml,₹ 311.00,Amul,,,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Amul Cow Ghee Pouch 1 Ltr,₹ 620.00,Amul,1,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Mogra Basmati Rice Packed 5 Kg,₹ 277.00,Star,5,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Basmati Pulav Rice 1 Kg,₹ 100.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Chana Dal Split 500 Gm,₹ 50.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Red Masoor Dal 500 Gm,₹ 53.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Red Masoor Dal 1 Kg,₹ 105.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Moong Dal Split 1 Kg,₹ 144.00,Star,1,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Moong Dal Split 2 Kg,₹ 235.00,Star,2,Kg,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Regular Moong Dal Split 500 Gm,₹ 73.00,Star,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Fabsta Fig Regular 500 Gm,₹ 785.00,Fabsta,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
.Mix Dryfruits 400 Gm,₹ 229.00,.,400,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Kanaiya Super Fine Kurmura 500 Gm,₹ 49.00,Kanaiya,500,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Gemini Refined Groundnut Oil 5Ltr,,Gemini,5,L,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Smith & Jones Pasta Masala Combi 108 Gm,₹ 67.90,Smith & Jones,108,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
Star Whole White Til 100 Gm,₹ 19.00,Star,100,Gm,foodgrain-oil-masala,,https://www.starquik.com/collections/foodgrain-oil-masala,2025-09-20 11:27:11
